ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,gene_effect,is_medulloblastoma,gene
"ACH-000985","LS411N","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-1.3248815637133,FALSE,"HMGCR"
"ACH-000986","HT115","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-1.28115924814257,FALSE,"HMGCR"
"ACH-000987","MeWo","Skin","Melanoma","Cutaneous Melanoma","SKCM",NA,FALSE,"HMGCR"
"ACH-000988","MFE-319","Uterus","Endometrial Carcinoma","Uterine Adenosquamous Carcinoma","UASC",-1.27597076219924,FALSE,"HMGCR"
"ACH-000989","SNU-175","Bowel","Colorectal Adenocarcinoma","Mucinous Adenocarcinoma of the Colon and Rectum","MACR",NA,FALSE,"HMGCR"
"ACH-000990","HEC-108","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",NA,FALSE,"HMGCR"
"ACH-000991","SNU-81","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-1.03927956696682,FALSE,"HMGCR"
"ACH-000992","BICR 18","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC",NA,FALSE,"HMGCR"
"ACH-000993","JHUEM-7","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-0.699573650859713,FALSE,"HMGCR"
"ACH-000994","HEC-59","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-1.821688052898,FALSE,"HMGCR"
"ACH-000995","JURKAT","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",-1.17283037572913,FALSE,"HMGCR"
"ACH-000996","HEC-251","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",-1.02829190301028,FALSE,"HMGCR"
"ACH-000997","HCT-15","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-1.36278314460102,FALSE,"HMGCR"
"ACH-000998","CW-2","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"HMGCR"
"ACH-000999","SNU-1040","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"HMGCR"
"ACH-001000","1321N1","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",NA,FALSE,"HMGCR"
"ACH-001001","143B","Bone","Osteosarcoma","Osteosarcoma","OS",-1.13009850190134,FALSE,"HMGCR"
"ACH-001002","451Lu","Skin","Melanoma","Cutaneous Melanoma","SKCM",NA,FALSE,"HMGCR"
"ACH-001007","A673STAG2KO16","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001008","A673STAG2KO45","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001009","A673STAG2NT14","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001010","A673STAG2NT23","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001015","AZ521","Bowel","Small Bowel Cancer","Duodenal Adenocarcinoma","DA",NA,FALSE,"HMGCR"
"ACH-001016","Becker","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-1.24209527125264,FALSE,"HMGCR"
"ACH-001017","BGC823","Cervix","Cervical Adenocarcinoma","Endocervical Adenocarcinoma","ECAD",NA,FALSE,"HMGCR"
"ACH-001018","BJ hTERT","Fibroblast","Non-Cancerous","Fibroblast, NOS","",NA,FALSE,"HMGCR"
"ACH-001019","BroLi","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC",NA,FALSE,"HMGCR"
"ACH-001020","BT-16","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT",-0.70479652492089,FALSE,"HMGCR"
"ACH-001021","C3A","Liver","Hepatoblastoma","Hepatoblastoma","LIHB",NA,FALSE,"HMGCR"
"ACH-001022","CB-AGPN","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001023","CGTH-W-1","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC",NA,FALSE,"HMGCR"
"ACH-001024","CHL-1","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"HMGCR"
"ACH-001028","CHLA-06","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT",-1.21323307926436,FALSE,"HMGCR"
"ACH-001029","CHLA-10","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.530362984104371,FALSE,"HMGCR"
"ACH-001030","CHLA-218","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001031","CHLA-266","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT",-1.26736686020023,FALSE,"HMGCR"
"ACH-001032","CHLA-32","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001033","CHLA-57","CNS/Brain","Embryonal Tumor","Primitive Neuroectodermal Tumor","PNET",-1.39106616339265,FALSE,"HMGCR"
"ACH-001034","CHLA-9","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001035","CHLA-99","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001036","CMK-11-5","Myeloid","Acute Myeloid Leukemia","Myeloid Leukemia Associated with Down Syndrome","MLADS",-0.927587064060475,FALSE,"HMGCR"
"ACH-001037","CMK-86","Myeloid","Acute Myeloid Leukemia","Myeloid Leukemia Associated with Down Syndrome","MLADS",NA,FALSE,"HMGCR"
"ACH-001038","COG-E-352","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-1.11014528212626,FALSE,"HMGCR"
"ACH-001039","COLO 205","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.77969676724984,FALSE,"HMGCR"
"ACH-001041","CHL-1-DM","Skin","Melanoma","Melanoma","MEL",-1.19074460526354,FALSE,"HMGCR"
"ACH-001042","COLO-704","Uterus","Endometrial Carcinoma","Endometrial Carcinoma","UCEC",NA,FALSE,"HMGCR"
"ACH-001043","COLO 775","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"HMGCR"
"ACH-001044","COLO 818","Skin","Melanoma","Cutaneous Melanoma","SKCM",NA,FALSE,"HMGCR"
"ACH-001045","COLO 849","Skin","Melanoma","Cutaneous Melanoma","SKCM",NA,FALSE,"HMGCR"
"ACH-001046","COR-L26","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HMGCR"
"ACH-001047","COR-L51","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HMGCR"
"ACH-001048","COV504","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",-1.05895560259047,FALSE,"HMGCR"
"ACH-001049","CPC-N","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HMGCR"
"ACH-001050","CW9019","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS",-1.07151400738429,FALSE,"HMGCR"
"ACH-001052","D384","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",NA,TRUE,"HMGCR"
"ACH-001053","D425","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",-1.46043128035782,TRUE,"HMGCR"
"ACH-001054","D458","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",-0.855709885704038,TRUE,"HMGCR"
"ACH-001055","D556","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",NA,TRUE,"HMGCR"
"ACH-001057","DERL-2","Lymphoid","Mature T and NK Neoplasms","Hepatosplenic T-cell Lymphoma","HSTCL",NA,FALSE,"HMGCR"
"ACH-001059","DL","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","",NA,FALSE,"HMGCR"
"ACH-001060","DL-40","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Negative","ALCLALKN",NA,FALSE,"HMGCR"
"ACH-001061","DLD-1","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-0.941427190494633,FALSE,"HMGCR"
"ACH-001063","DOV13","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",NA,FALSE,"HMGCR"
"ACH-001064","EB-2","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",NA,FALSE,"HMGCR"
"ACH-001065","Evsa-T","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC",-0.768098973268234,FALSE,"HMGCR"
"ACH-001066","EWS-834","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001067","F5","CNS/Brain","Meningothelial Tumor","Meningioma","MNG",-0.913456879805168,FALSE,"HMGCR"
"ACH-001068","FE-PD","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Negative","ALCLALKN",NA,FALSE,"HMGCR"
"ACH-001071","GLC-82","Cervix","Cervical Adenocarcinoma","Endocervical Adenocarcinoma","ECAD",NA,FALSE,"HMGCR"
"ACH-001072","GR-M","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"HMGCR"
"ACH-001075","NCI-H292","Lung","Non-Small Cell Lung Cancer","Mucoepidermoid Carcinoma of the Lung","LUMEC",-1.2110019390781,FALSE,"HMGCR"
"ACH-001079","HCC1897","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",NA,FALSE,"HMGCR"
"ACH-001081","HCC2998","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",-1.11320571076669,FALSE,"HMGCR"
"ACH-001084","HCT-8","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"HMGCR"
"ACH-001086","HeLa","Cervix","Cervical Adenocarcinoma","Endocervical Adenocarcinoma","ECAD",NA,FALSE,"HMGCR"
"ACH-001087","HK-2","Kidney","Non-Cancerous","Immortalized Embyonic Kidney Cells","",NA,FALSE,"HMGCR"
"ACH-001088","HLC-1","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"HMGCR"
"ACH-001089","HLE","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",NA,FALSE,"HMGCR"
"ACH-001090","HN","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",NA,FALSE,"HMGCR"
"ACH-001091","HRT18","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"HMGCR"
"ACH-001093","Hs 604.T","Fibroblast","Non-Cancerous","Fibroblast","",NA,FALSE,"HMGCR"
"ACH-001094","HTK-","Bone","Osteosarcoma","Osteosarcoma","OS",NA,FALSE,"HMGCR"
"ACH-001096","JR","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS",-0.837022003257666,FALSE,"HMGCR"
"ACH-001097","KARPAS-384","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",NA,FALSE,"HMGCR"
"ACH-001098","KCI-MOH1","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.08670210803084,FALSE,"HMGCR"
"ACH-001099","KD","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","",-0.800429115905368,FALSE,"HMGCR"
"ACH-001100","KHYG-1","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","NKCLL",NA,FALSE,"HMGCR"
"ACH-001101","KLM-1","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"HMGCR"
"ACH-001106","KOPN-8","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged","BLLKMT2A",NA,FALSE,"HMGCR"
"ACH-001107","KP-1N","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",-1.21986542465405,FALSE,"HMGCR"
"ACH-001109","KP-MRT-RY","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT",NA,FALSE,"HMGCR"
"ACH-001111","L82","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Positive","ALCLALKP",-0.902682700728365,FALSE,"HMGCR"
"ACH-001113","LC-1/sq-SF","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",NA,FALSE,"HMGCR"
"ACH-001118","M059J","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"HMGCR"
"ACH-001119","Mac-2A","Lymphoid","Mature T and NK Neoplasms","Anaplastic Large-Cell Lymphoma ALK Negative","ALCLALKN",-0.82887572218867,FALSE,"HMGCR"
"ACH-001121","MEC2","Lymphoid","Mature B-Cell Neoplasms","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","CLLSLL",NA,FALSE,"HMGCR"
"ACH-001122","MKL-1","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC",NA,FALSE,"HMGCR"
"ACH-001123","MKL-2","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC",NA,FALSE,"HMGCR"
"ACH-001125","MOG-G-CCM","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","AASTR",NA,FALSE,"HMGCR"
"ACH-001126","MOG-G-UVW","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","AASTR",-1.06301130921597,FALSE,"HMGCR"
"ACH-001127","MOLT-4","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",NA,FALSE,"HMGCR"
"ACH-001128","MON","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","",-0.575550478166998,FALSE,"HMGCR"
"ACH-001129","MONO-MAC-1","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL",-0.879792302422219,FALSE,"HMGCR"
"ACH-001130","MOTN-1","Lymphoid","Mature T and NK Neoplasms","T-Cell Large Granular Lymphocytic Leukemia","TLGL",NA,FALSE,"HMGCR"
"ACH-001131","MS-1","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC",NA,FALSE,"HMGCR"
"ACH-001132","MTA","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","NKCLL",NA,FALSE,"HMGCR"
"ACH-001134","MYLA","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",-1.38821334682163,FALSE,"HMGCR"
"ACH-001136","NCI-H187","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HMGCR"
"ACH-001137","NCI-H1993","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-1.38558258730584,FALSE,"HMGCR"
"ACH-001138","NCI-H2141","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"HMGCR"
"ACH-001142","NHAHTDD","CNS/Brain","Non-Cancerous","Immortalized Epithelial Cells, CNS","",NA,FALSE,"HMGCR"
"ACH-001143","NKL","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","NKCLL",NA,FALSE,"HMGCR"
"ACH-001144","OC315","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",NA,FALSE,"HMGCR"
"ACH-001145","OC 316","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",-1.18153185699439,FALSE,"HMGCR"
"ACH-001146","OCI-Ly10","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ABC",NA,FALSE,"HMGCR"
"ACH-001147","OCI-Ly12","Lymphoid","Mature T and NK Neoplasms","Follicular T-Cell Lymphoma","FTCL",NA,FALSE,"HMGCR"
"ACH-001148","OCILY-132","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"HMGCR"
"ACH-001150","OUMS-27","Bone","Chondrosarcoma","Chondrosarcoma","CHS",NA,FALSE,"HMGCR"
"ACH-001151","OVCAR-5","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-1.42078696286076,FALSE,"HMGCR"
"ACH-001162","PCM6","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","PCM",NA,FALSE,"HMGCR"
"ACH-001163","CCLF_PEDS_0001_T","Kidney","Renal Cell Carcinoma","Renal Medullary Carcinoma","MRC",-1.1900575216664,FALSE,"HMGCR"
"ACH-001164","CCLF_PEDS_0003_T","Soft Tissue","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","MFH",-1.04552262771583,FALSE,"HMGCR"
"ACH-001170","PeTa","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","MCC",NA,FALSE,"HMGCR"
"ACH-001171","PL45","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"HMGCR"
"ACH-001172","U-251 MG DM","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-1.07229408978497,FALSE,"HMGCR"
"ACH-001175","RCC-4","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"HMGCR"
"ACH-001182","RPMI 6666","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"HMGCR"
"ACH-001183","RT112/84","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",-0.551065955267898,FALSE,"HMGCR"
"ACH-001184","SCMC-RM2","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS",-1.10335473649913,FALSE,"HMGCR"
"ACH-001188","SH-SY5Y","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-1.05846192166852,FALSE,"HMGCR"
"ACH-001189","SJRH-30","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ARMS",NA,FALSE,"HMGCR"
"ACH-001190","SK-MEL-2","Skin","Melanoma","Melanoma","MEL",-1.0948561066213,FALSE,"HMGCR"
"ACH-001192","SK-NEP-1","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.79604703025485,FALSE,"HMGCR"
"ACH-001193","SK-PN-DW","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.561196719223448,FALSE,"HMGCR"
"ACH-001194","SK-RC-31","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",-0.942642960684397,FALSE,"HMGCR"
"ACH-001196","SMS-CTR","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ERMS",-0.833701937755834,FALSE,"HMGCR"
"ACH-001197","SMZ-1","Lymphoid","Non-Hodgkin Lymphoma","Mature T and NK Neoplasms","MTNN",-1.0918000387026,FALSE,"HMGCR"
"ACH-001198","SNB19","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",NA,FALSE,"HMGCR"
"ACH-001199","SNUC2B","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"HMGCR"
"ACH-001200","STM91-01","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT",NA,FALSE,"HMGCR"
"ACH-001201","SU-MB-002","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",NA,TRUE,"HMGCR"
"ACH-001203","SUP-HD1","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","HL",NA,FALSE,"HMGCR"
"ACH-001205","TC-32","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-1.00443533734576,FALSE,"HMGCR"
"ACH-001206","TTC-466","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001207","TIG-3 TD","Fibroblast","Non-Cancerous","Fibroblast, Lung","",NA,FALSE,"HMGCR"
"ACH-001208","TK-10","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"HMGCR"
"ACH-001209","TOM-1","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1","BLLBCRABL1",NA,FALSE,"HMGCR"
"ACH-001210","TTC-1240","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","MRT",NA,FALSE,"HMGCR"
"ACH-001211","TTC-549","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","",-1.37973178236993,FALSE,"HMGCR"
"ACH-001212","TTC-642","Soft Tissue","Rhabdoid Cancer","Extrarenal Rhabdoid Cancer","",NA,FALSE,"HMGCR"
"ACH-001214","U-138 MG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"HMGCR"
"ACH-001224","UM-RC-2","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"HMGCR"
"ACH-001225","UM-RC-6","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"HMGCR"
"ACH-001227","UPCI-SCC-090","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-0.230266999309382,FALSE,"HMGCR"
"ACH-001228","UPCI-SCC-152","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-0.696847686730019,FALSE,"HMGCR"
"ACH-001229","UPCI-SCC-154","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-0.708774489672242,FALSE,"HMGCR"
"ACH-001230","UT-7","Myeloid","Acute Myeloid Leukemia","Acute Megakaryoblastic Leukemia","AMKL",NA,FALSE,"HMGCR"
"ACH-001232","UW228","CNS/Brain","Embryonal Tumor","Medulloblastoma","MBL",-1.15239527449093,TRUE,"HMGCR"
"ACH-001233","VMRC-LCD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",-0.438311241244791,FALSE,"HMGCR"
"ACH-001234","VMRC-LCP","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",NA,FALSE,"HMGCR"
"ACH-001239","WM-266-4","Skin","Melanoma","Melanoma","MEL",-1.02019721375222,FALSE,"HMGCR"
"ACH-001249","YMB-1","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",NA,FALSE,"HMGCR"
"ACH-001270","1273/99","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","SYNS",-0.928777554185008,FALSE,"HMGCR"
"ACH-001272","Fuji","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","SYNS",NA,FALSE,"HMGCR"
"ACH-001274","SW982","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","SYNS",-0.949479364554378,FALSE,"HMGCR"
"ACH-001275","OSA 1777","Bone","Osteosarcoma","Osteosarcoma","OS",-0.748322957116199,FALSE,"HMGCR"
"ACH-001277","Yamato","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","SYNS",-0.745748475794244,FALSE,"HMGCR"
"ACH-001278","BIN-67","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Small Cell Carcinoma of the Ovary","SCCO",-1.2475867658748,FALSE,"HMGCR"
"ACH-001279","SCCOHT-1","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Small Cell Carcinoma of the Ovary","SCCO",-1.01307452933625,FALSE,"HMGCR"
"ACH-001280","SCS-214","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","SYNS",-1.0776454985011,FALSE,"HMGCR"
"ACH-001282","CHLA-258","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"HMGCR"
"ACH-001283","TC-106","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-1.09657623615308,FALSE,"HMGCR"
"ACH-001289","COG-AR-359","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ATRT",-1.11142317417301,FALSE,"HMGCR"
"ACH-001295","Y-79","Eye","Retinoblastoma","Retinoblastoma","RBL",-1.00243409569325,FALSE,"HMGCR"
"ACH-001300","CHLA-15","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.904805635526256,FALSE,"HMGCR"
"ACH-001301","COG-N-278","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.858081382970966,FALSE,"HMGCR"
"ACH-001302","COG-N-305","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.941225267897858,FALSE,"HMGCR"
"ACH-001303","NB-1643","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-1.03494465821363,FALSE,"HMGCR"
"ACH-001306","8305C","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP",-1.20983586283734,FALSE,"HMGCR"
"ACH-001307","8505C","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP",-1.25674936626325,FALSE,"HMGCR"
"ACH-001310","HA1E","Kidney","Non-Cancerous","Immortalized Embyonic Kidney Cells","",-0.629732007508908,FALSE,"HMGCR"
"ACH-001318","PLC/PRF/5","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","HCC",-0.932763778748657,FALSE,"HMGCR"
"ACH-001321","TT","Thyroid","Medullary Thyroid Cancer","Medullary Thyroid Cancer","THME",NA,FALSE,"HMGCR"
"ACH-001322","CME-1","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","SYNS",-0.880423732965755,FALSE,"HMGCR"
"ACH-001328","A-431","Skin","Cutaneous Squamous Cell Carcinoma","Cutaneous Squamous Cell Carcinoma","CSCC",-0.950701812157669,FALSE,"HMGCR"
"ACH-001329","ANGM-CSS","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-1.36948760820466,FALSE,"HMGCR"
"ACH-001331","BICR 10","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-1.0693085958737,FALSE,"HMGCR"
"ACH-001332","BICR 78","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",-1.05871246570572,FALSE,"HMGCR"
"ACH-001333","C-33 A","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC",-1.00708072618124,FALSE,"HMGCR"
"ACH-001334","C-4 I","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC",-0.942225579961173,FALSE,"HMGCR"
"ACH-001335","C-4 II","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC",-1.01128503357063,FALSE,"HMGCR"
