ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,gene_effect,is_medulloblastoma,gene
"ACH-002084","MMAc","Skin","Melanoma","Melanoma","MEL",-0.0870890367440076,FALSE,"SLC2A1"
"ACH-002085","HS-SY-II","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","SYNS",NA,FALSE,"SLC2A1"
"ACH-002089","201T","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-002090","BB65-RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"SLC2A1"
"ACH-002091","CAL-39","Vulva/Vagina","Squamous Cell Carcinoma of the Vulva/Vagina","Squamous Cell Carcinoma of the Vulva/Vagina","VSC",NA,FALSE,"SLC2A1"
"ACH-002092","CHSA0011","Bone","Chondrosarcoma","Chondrosarcoma","CHS",NA,FALSE,"SLC2A1"
"ACH-002093","CHSA0108","Bone","Chondrosarcoma","Chondrosarcoma","CHS",NA,FALSE,"SLC2A1"
"ACH-002094","CHSA8926","Bone","Chondrosarcoma","Chondrosarcoma","CHS",NA,FALSE,"SLC2A1"
"ACH-002095","COR-L303","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002096","CP50-MEL-B","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002097","CP66-MEL","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002098","CP67-MEL","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002099","CS1","Bone","Chondrosarcoma","Chondrosarcoma","CHS",NA,FALSE,"SLC2A1"
"ACH-002100","DJM-1","Skin","Cutaneous Squamous Cell Carcinoma","Cutaneous Squamous Cell Carcinoma","CSCC",NA,FALSE,"SLC2A1"
"ACH-002101","EMC-BAC-1","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC",NA,FALSE,"SLC2A1"
"ACH-002102","EMC-BAC-2","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC",NA,FALSE,"SLC2A1"
"ACH-002103","ES1","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-002104","ES3","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-002105","ES4","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.059952923372914,FALSE,"SLC2A1"
"ACH-002106","ES5","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.742516170806894,FALSE,"SLC2A1"
"ACH-002107","ES6","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-002108","ES7","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-002109","ES8","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.68847802896683,FALSE,"SLC2A1"
"ACH-002110","EW-1","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.409145137575199,FALSE,"SLC2A1"
"ACH-002111","EW-11","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-002112","EW-12","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-002113","EW-13","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-002114","EW-16","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.230369296561545,FALSE,"SLC2A1"
"ACH-002115","EW-18","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-002116","EW-22","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.395676504157119,FALSE,"SLC2A1"
"ACH-002117","EW-24","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-002118","EW-3","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",NA,FALSE,"SLC2A1"
"ACH-002119","EW-7","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.148817972478133,FALSE,"SLC2A1"
"ACH-002120","GAK","Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","VMM",NA,FALSE,"SLC2A1"
"ACH-002121","G-MEL","Skin","Melanoma","Cutaneous Melanoma","SKCM",NA,FALSE,"SLC2A1"
"ACH-002122","GT3TKB","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",NA,FALSE,"SLC2A1"
"ACH-002123","H2369","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","PLMESO",NA,FALSE,"SLC2A1"
"ACH-002124","H2373","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Sarcomatoid Type","PLSMESO",NA,FALSE,"SLC2A1"
"ACH-002125","H2461","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO",NA,FALSE,"SLC2A1"
"ACH-002126","H2591","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO",NA,FALSE,"SLC2A1"
"ACH-002127","H2595","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO",NA,FALSE,"SLC2A1"
"ACH-002128","H2722","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","PLMESO",NA,FALSE,"SLC2A1"
"ACH-002129","H2731","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Sarcomatoid Type","PLSMESO",NA,FALSE,"SLC2A1"
"ACH-002130","H2795","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO",NA,FALSE,"SLC2A1"
"ACH-002131","H2803","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","PLMESO",NA,FALSE,"SLC2A1"
"ACH-002132","H2804","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","PLMESO",NA,FALSE,"SLC2A1"
"ACH-002133","H2810","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO",NA,FALSE,"SLC2A1"
"ACH-002134","H2818","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO",NA,FALSE,"SLC2A1"
"ACH-002135","H2869","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","PLBMESO",NA,FALSE,"SLC2A1"
"ACH-002136","H290","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","PLMESO",NA,FALSE,"SLC2A1"
"ACH-002138","H513","Lung","Non-Small Cell Lung Cancer","Lung Adenosquamous Carcinoma","LUAS",NA,FALSE,"SLC2A1"
"ACH-002139","HA7-RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"SLC2A1"
"ACH-002140","Hey","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.398380742378477,FALSE,"SLC2A1"
"ACH-002141","HSC-39","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Signet Ring Cell Carcinoma of the Stomach","SSRCC",-1.57296006369684,FALSE,"SLC2A1"
"ACH-002142","HuO-3N1","Bone","Osteosarcoma","Osteosarcoma","OS",NA,FALSE,"SLC2A1"
"ACH-002143","IST-MEL1","Skin","Melanoma","Melanoma","MEL",0.0153534313690814,FALSE,"SLC2A1"
"ACH-002144","IST-SL1","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002145","IST-SL2","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002146","JHOS-3","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",NA,FALSE,"SLC2A1"
"ACH-002147","K2","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002148","K5","Thyroid","Well-Differentiated Thyroid Cancer","Papillary Thyroid Cancer","THPA",NA,FALSE,"SLC2A1"
"ACH-002149","KGN","Ovary/Fallopian Tube","Sex Cord Stromal Tumor","Granulosa Cell Tumor","GRCT",NA,FALSE,"SLC2A1"
"ACH-002150","LB1047-RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",-0.397612479855022,FALSE,"SLC2A1"
"ACH-002151","LB2241-RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"SLC2A1"
"ACH-002152","LB2518-MEL","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002153","LB373-MEL-D","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002154","LB647-SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002155","LB996-RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"SLC2A1"
"ACH-002156","LC-1-sq","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC",-0.731941579561954,FALSE,"SLC2A1"
"ACH-002157","LC-2-ad","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-002158","LU-99A","Lung","Non-Small Cell Lung Cancer","Giant Cell Carcinoma of the Lung","GCLC",NA,FALSE,"SLC2A1"
"ACH-002159","M14","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002160","MC-IXC","Bone","Ewing Sarcoma","Ewing Sarcoma","ES",-0.181547119846139,FALSE,"SLC2A1"
"ACH-002161","MKN28","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","TSTAD",-0.173000518995953,FALSE,"SLC2A1"
"ACH-002162","MMAC-SF","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002163","MRK-nu-1","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC",NA,FALSE,"SLC2A1"
"ACH-002164","MZ1-PC","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",NA,FALSE,"SLC2A1"
"ACH-002165","MZ2-MEL","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002166","MZ7-mel","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002167","NCC010","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"SLC2A1"
"ACH-002168","NCC021","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"SLC2A1"
"ACH-002169","NCI-H1304","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002170","NCI-H1688","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002171","NCI-H250","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002172","NCI-H322M","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-002173","NCI-H378","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002174","NCI-H720","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","LUCA",NA,FALSE,"SLC2A1"
"ACH-002175","NCI-H740","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002177","NCI-H835","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","LUCA",NA,FALSE,"SLC2A1"
"ACH-002178","NY","Bone","Osteosarcoma","Osteosarcoma","OS",NA,FALSE,"SLC2A1"
"ACH-002179","OCUB-M","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA",-0.703258164735253,FALSE,"SLC2A1"
"ACH-002180","OMC-1","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC",NA,FALSE,"SLC2A1"
"ACH-002181","OVCA420","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",-0.429642710653218,FALSE,"SLC2A1"
"ACH-002182","OVCA433","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC",NA,FALSE,"SLC2A1"
"ACH-002183","OVMIU","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC",-0.107440528518087,FALSE,"SLC2A1"
"ACH-002184","PC-3 [JPC-3]","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD",NA,FALSE,"SLC2A1"
"ACH-002186","PL4","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD",0.00101435591682048,FALSE,"SLC2A1"
"ACH-002187","RCC-AB","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"SLC2A1"
"ACH-002188","RCC-ER","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"SLC2A1"
"ACH-002189","RCC-FG2","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",-0.339535124338996,FALSE,"SLC2A1"
"ACH-002190","RCC-JF","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"SLC2A1"
"ACH-002191","RCC-JW","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"SLC2A1"
"ACH-002192","RCC-MF","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC",NA,FALSE,"SLC2A1"
"ACH-002193","RERF-LC-FM","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002195","RXF393","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"SLC2A1"
"ACH-002196","SBC-1","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002197","SBC-3","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002198","SCH","Other","Extra Gonadal Germ Cell Tumor","Extra Gonadal Germ Cell Tumor","EGCT",-0.275348380041304,FALSE,"SLC2A1"
"ACH-002199","SN12C","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC",NA,FALSE,"SLC2A1"
"ACH-002200","SW962","Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","VMM",NA,FALSE,"SLC2A1"
"ACH-002201","TC-YIK","Cervix","Small Cell Carcinoma of the Cervix","Small Cell Carcinoma of the Cervix","SCCE",NA,FALSE,"SLC2A1"
"ACH-002202","TMK-1","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD",-1.27815672399758,FALSE,"SLC2A1"
"ACH-002204","U-CH2","Bone","Chordoma","Chordoma","CHDM",-0.338716793207985,FALSE,"SLC2A1"
"ACH-002205","WM1552C","Skin","Melanoma","Cutaneous Melanoma","SKCM",NA,FALSE,"SLC2A1"
"ACH-002206","WM278","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002207","WM35","Skin","Melanoma","Melanoma","MEL",NA,FALSE,"SLC2A1"
"ACH-002208","YMB-1-E","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC",NA,FALSE,"SLC2A1"
"ACH-002209","ALL-PO","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged","BLLKMT2A",NA,FALSE,"SLC2A1"
"ACH-002210","ARH-77","Myeloid","Non-Cancerous","Immortalized Blood","",-0.124278659875441,FALSE,"SLC2A1"
"ACH-002211","BALL-1","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"SLC2A1"
"ACH-002212","BB30-HNC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC",-0.706843602405774,FALSE,"SLC2A1"
"ACH-002213","BB49-HNC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",NA,FALSE,"SLC2A1"
"ACH-002214","BC-1","Lymphoid","Mature B-Cell Neoplasms","Primary Effusion Lymphoma","PEL",-0.902871368150835,FALSE,"SLC2A1"
"ACH-002215","BC-3","Lymphoid","Mature B-Cell Neoplasms","Primary Effusion Lymphoma","PEL",-0.386671539985585,FALSE,"SLC2A1"
"ACH-002216","BE-13","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",NA,FALSE,"SLC2A1"
"ACH-002217","BE2-M17","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",NA,FALSE,"SLC2A1"
"ACH-002218","CESS","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"SLC2A1"
"ACH-002219","COLO-320-HSR","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD",NA,FALSE,"SLC2A1"
"ACH-002220","CRO-AP2","Lymphoid","Mature B-Cell Neoplasms","Primary Effusion Lymphoma","PEL",NA,FALSE,"SLC2A1"
"ACH-002221","CTB-1","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"SLC2A1"
"ACH-002222","CTV-1","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL",NA,FALSE,"SLC2A1"
"ACH-002223","D-245MG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"SLC2A1"
"ACH-002224","D-247MG","CNS/Brain","Diffuse Glioma","Gliosarcoma","GSARC",NA,FALSE,"SLC2A1"
"ACH-002225","D-263MG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"SLC2A1"
"ACH-002226","D-336MG","CNS/Brain","Diffuse Glioma","Gliosarcoma","GSARC",NA,FALSE,"SLC2A1"
"ACH-002227","D-392MG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"SLC2A1"
"ACH-002228","D-423MG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",0.044068879294608,FALSE,"SLC2A1"
"ACH-002229","D-502MG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.0547017227424728,FALSE,"SLC2A1"
"ACH-002230","D-542MG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",-0.203408481691631,FALSE,"SLC2A1"
"ACH-002231","D-566MG","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"SLC2A1"
"ACH-002232","DG-75","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",NA,FALSE,"SLC2A1"
"ACH-002233","DIFI","Bowel","Colorectal Adenocarcinoma","Colorectal Adenocarcinoma","COADREAD",-0.711607768517818,FALSE,"SLC2A1"
"ACH-002234","DOK","Head and Neck","Head and Neck Carcinoma, Other","Head and Neck Carcinoma, Other","OHNCA",-0.430863573048958,FALSE,"SLC2A1"
"ACH-002235","DSH1","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",NA,FALSE,"SLC2A1"
"ACH-002236","EB-3","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",NA,FALSE,"SLC2A1"
"ACH-002237","ETK-1","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH",NA,FALSE,"SLC2A1"
"ACH-002238","GR-ST","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"SLC2A1"
"ACH-002239","H3118","Head and Neck","Salivary Carcinoma","Mucoepidermoid Carcinoma","MUCC",-0.325682658797617,FALSE,"SLC2A1"
"ACH-002240","H9","Lymphoid","Mature T and NK Neoplasms","Sezary Syndrome","SS",NA,FALSE,"SLC2A1"
"ACH-002241","HAL-01","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"SLC2A1"
"ACH-002242","HC-1","Lymphoid","Mature B-Cell Neoplasms","Hairy Cell Leukemia","HCL",NA,FALSE,"SLC2A1"
"ACH-002243","HCE-4","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC",-0.326747370813843,FALSE,"SLC2A1"
"ACH-002244","HO-1-N-1","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC",NA,FALSE,"SLC2A1"
"ACH-002245","Hs-445","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","HL",NA,FALSE,"SLC2A1"
"ACH-002246","Hs 633.T","Soft Tissue","Fibrosarcoma","Fibrosarcoma","FIBS",NA,FALSE,"SLC2A1"
"ACH-002247","IM-9","Myeloid","Non-Cancerous","Immortalized Blood","",-0.382568894486415,FALSE,"SLC2A1"
"ACH-002248","IMR-5","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",NA,FALSE,"SLC2A1"
"ACH-002249","JHU-011","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC",-0.946866550913325,FALSE,"SLC2A1"
"ACH-002250","JHU-022","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC",-0.266923242680727,FALSE,"SLC2A1"
"ACH-002251","JHU-029","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC",-0.908072525065098,FALSE,"SLC2A1"
"ACH-002252","JiyoyeP-2003","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",NA,FALSE,"SLC2A1"
"ACH-002253","JSC-1","Lymphoid","Mature B-Cell Neoplasms","Primary Effusion Lymphoma","PEL",NA,FALSE,"SLC2A1"
"ACH-002254","KARPAS-1106P","Lymphoid","Mature B-Cell Neoplasms","Primary Mediastinal (Thymic) Large B-Cell Lymphoma (PMBL)","PMBL",NA,FALSE,"SLC2A1"
"ACH-002255","KARPAS-231","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS",NA,FALSE,"SLC2A1"
"ACH-002256","KARPAS-45","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL",NA,FALSE,"SLC2A1"
"ACH-002257","KINGS-1","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","AASTR",-0.218795349432077,FALSE,"SLC2A1"
"ACH-002258","KMOE-2","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"SLC2A1"
"ACH-002259","KNS-81-FD","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"SLC2A1"
"ACH-002261","KP-N-YS","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.657642242754198,FALSE,"SLC2A1"
"ACH-002262","KY821","Myeloid","Acute Myeloid Leukemia","Acute Myelomonocytic Leukemia","AMML",NA,FALSE,"SLC2A1"
"ACH-002263","KYSE-220","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC",-0.267815297386144,FALSE,"SLC2A1"
"ACH-002264","KYSE-50","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC",NA,FALSE,"SLC2A1"
"ACH-002265","LB771-HNC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC",-0.173123081854727,FALSE,"SLC2A1"
"ACH-002266","LB831-BLC","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA",NA,FALSE,"SLC2A1"
"ACH-002267","LC4-1","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL",NA,FALSE,"SLC2A1"
"ACH-002268","LN-405","CNS/Brain","Diffuse Glioma","Glioblastoma","GB",NA,FALSE,"SLC2A1"
"ACH-002269","LNZTA3WT4","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR",-0.242329336809234,FALSE,"SLC2A1"
"ACH-002270","MC-CAR","B lymphoblast","Non-Cancerous","B lymphoblast","",NA,FALSE,"SLC2A1"
"ACH-002271","MFH-ino","Soft Tissue","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","MFH",NA,FALSE,"SLC2A1"
"ACH-002272","MHH-PREB-1","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","MBN",NA,FALSE,"SLC2A1"
"ACH-002273","ML-2","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML",NA,FALSE,"SLC2A1"
"ACH-002274","MLMA","Lymphoid","Mature B-Cell Neoplasms","Hairy Cell Leukemia","HCL",NA,FALSE,"SLC2A1"
"ACH-002275","MN-60","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL",NA,FALSE,"SLC2A1"
"ACH-002276","MY-M12","Myeloid","Acute Leukemias of Ambiguous Lineage","Acute Leukemias of Ambiguous Lineage","ALAL",NA,FALSE,"SLC2A1"
"ACH-002277","NB(TU)1-10","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",NA,FALSE,"SLC2A1"
"ACH-002278","NB10","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.116273791767356,FALSE,"SLC2A1"
"ACH-002279","NB12","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",NA,FALSE,"SLC2A1"
"ACH-002280","NB13","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.517221797417468,FALSE,"SLC2A1"
"ACH-002281","NB14","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",NA,FALSE,"SLC2A1"
"ACH-002282","NB17","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.45556769769085,FALSE,"SLC2A1"
"ACH-002283","NB5","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.253722804318595,FALSE,"SLC2A1"
"ACH-002284","NB6","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.659148688660829,FALSE,"SLC2A1"
"ACH-002285","NB7","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL",-0.424241358810297,FALSE,"SLC2A1"
"ACH-002286","NCI-H128","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC",NA,FALSE,"SLC2A1"
"ACH-002287","NCI-H630","Bowel","Colorectal Adenocarcinoma","Colorectal Adenocarcinoma","COADREAD",NA,FALSE,"SLC2A1"
"ACH-002288","NEC8","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","EMBCA",NA,FALSE,"SLC2A1"
